,0,1,2,3,4,5
188135,1660839,Phoenix Apps Inc.,10-Q,2018-02-01,edgar/data/1660839/0001640334-18-000213.txt,edgar/data/1660839/0001640334-18-000213-index.html
188452,1661600,GRCR Partners Inc,10-Q,2018-02-14,edgar/data/1661600/0001511164-18-000086.txt,edgar/data/1661600/0001511164-18-000086-index.html
188881,1662706,"TRUPAL MEDIA, INC.",10-Q,2018-02-14,edgar/data/1662706/0001594062-18-000036.txt,edgar/data/1662706/0001594062-18-000036-index.html
189005,1663038,Reliant Service Inc,10-Q,2018-03-13,edgar/data/1663038/0001477932-18-001252.txt,edgar/data/1663038/0001477932-18-001252-index.html
189213,1663641,Ando Holdings Ltd.,10-Q,2018-02-14,edgar/data/1663641/0001393905-18-000052.txt,edgar/data/1663641/0001393905-18-000052-index.html
191360,1666114,Unleashed Inc.,10-Q,2018-02-14,edgar/data/1666114/0001213900-18-001849.txt,edgar/data/1666114/0001213900-18-001849-index.html
191397,1666138,Atkore International Group Inc.,10-Q,2018-02-06,edgar/data/1666138/0001666138-18-000028.txt,edgar/data/1666138/0001666138-18-000028-index.html
192539,1667313,"Zedge, Inc.",10-Q,2018-03-14,edgar/data/1667313/0001213900-18-002965.txt,edgar/data/1667313/0001213900-18-002965-index.html
192810,1668082,BYLOG GROUP CORP.,10-Q,2018-02-15,edgar/data/1668082/0001668082-18-000007.txt,edgar/data/1668082/0001668082-18-000007-index.html
193306,1669479,HWH International Corp,10-Q,2018-02-13,edgar/data/1669479/0001493152-18-001910.txt,edgar/data/1669479/0001493152-18-001910-index.html
193672,1670541,Adient plc,10-Q,2018-01-30,edgar/data/1670541/0001670541-18-000006.txt,edgar/data/1670541/0001670541-18-000006-index.html
193805,1670961,Global Cosmetics Inc.,10-Q,2018-02-20,edgar/data/1670961/0001575705-18-000029.txt,edgar/data/1670961/0001575705-18-000029-index.html
194323,1672571,Achison Inc,10-Q,2018-02-12,edgar/data/1672571/0001672571-18-000002.txt,edgar/data/1672571/0001672571-18-000002-index.html
194328,1672572,Landbay Inc,10-Q,2018-02-12,edgar/data/1672572/0001672572-18-000003.txt,edgar/data/1672572/0001672572-18-000003-index.html
194588,16732,CAMPBELL SOUP CO,10-Q,2018-03-05,edgar/data/16732/0000016732-18-000026.txt,edgar/data/16732/0000016732-18-000026-index.html
194726,1673475,KOLDECK INC.,10-Q,2018-03-22,edgar/data/1673475/0001640334-18-000516.txt,edgar/data/1673475/0001640334-18-000516-index.html
194747,1673504,Galem Group Inc.,10-Q,2018-02-14,edgar/data/1673504/0001673504-18-000002.txt,edgar/data/1673504/0001673504-18-000002-index.html
195151,1674440,LAZEX INC.,10-Q,2018-03-20,edgar/data/1674440/0001674440-18-000004.txt,edgar/data/1674440/0001674440-18-000004-index.html
195271,1674862,ASHLAND GLOBAL HOLDINGS INC,10-Q,2018-01-30,edgar/data/1674862/0001674862-18-000013.txt,edgar/data/1674862/0001674862-18-000013-index.html
195310,1674910,VALVOLINE INC,10-Q,2018-02-08,edgar/data/1674910/0001674910-18-000013.txt,edgar/data/1674910/0001674910-18-000013-index.html
195537,1675583,ATLANTIC ACQUISITION INC.,10-Q,2018-02-20,edgar/data/1675583/0001079974-18-000098.txt,edgar/data/1675583/0001079974-18-000098-index.html
195550,1675634,"ShiftPixy, Inc.",10-Q,2018-01-22,edgar/data/1675634/0001477932-18-000416.txt,edgar/data/1675634/0001477932-18-000416-index.html
195933,1676852,"Glolex, Inc.",10-Q,2018-03-15,edgar/data/1676852/0001676852-18-000002.txt,edgar/data/1676852/0001676852-18-000002-index.html
196237,1678105,Caro Holdings Inc.,10-Q,2018-02-02,edgar/data/1678105/0001640334-18-000216.txt,edgar/data/1678105/0001640334-18-000216-index.html
196443,1678536,TRITON ACQUISITION CO,10-Q,2018-02-20,edgar/data/1678536/0001214659-18-001373.txt,edgar/data/1678536/0001214659-18-001373-index.html
196495,1678746,REMARO GROUP CORP.,10-Q,2018-03-22,edgar/data/1678746/0001678746-18-000004.txt,edgar/data/1678746/0001678746-18-000004-index.html
196523,1678848,BITMIS CORP.,10-Q,2018-02-28,edgar/data/1678848/0001678848-18-000004.txt,edgar/data/1678848/0001678848-18-000004-index.html
196604,1679082,Myovant Sciences Ltd.,10-Q,2018-02-13,edgar/data/1679082/0001679082-18-000007.txt,edgar/data/1679082/0001679082-18-000007-index.html
196677,1679273,"Lamb Weston Holdings, Inc.",10-Q,2018-01-04,edgar/data/1679273/0001558370-18-000022.txt,edgar/data/1679273/0001558370-18-000022-index.html
196858,1679817,Newmarkt Corp.,10-Q,2018-03-06,edgar/data/1679817/0001679817-18-000017.txt,edgar/data/1679817/0001679817-18-000017-index.html
196865,1679836,"Kelvin Medical, Inc.",10-Q,2018-02-05,edgar/data/1679836/0001594062-18-000030.txt,edgar/data/1679836/0001594062-18-000030-index.html
197108,1680689,Boxxy Inc.,10-Q,2018-03-19,edgar/data/1680689/0001683168-18-000708.txt,edgar/data/1680689/0001683168-18-000708-index.html
197180,1680935,HUAHUI EDUCATION GROUP CORP,10-Q,2018-02-14,edgar/data/1680935/0001493152-18-002115.txt,edgar/data/1680935/0001493152-18-002115-index.html
197191,1680966,"Agora Holdings, Inc.",10-Q,2018-01-30,edgar/data/1680966/0001594062-18-000020.txt,edgar/data/1680966/0001594062-18-000020-index.html
197192,1680966,"Agora Holdings, Inc.",10-Q,2018-01-30,edgar/data/1680966/0001594062-18-000021.txt,edgar/data/1680966/0001594062-18-000021-index.html
197294,1681306,"FAH MAI HOLDINGS, INC.",10-Q,2018-01-31,edgar/data/1681306/0001493152-18-001276.txt,edgar/data/1681306/0001493152-18-001276-index.html
197295,1681306,"FAH MAI HOLDINGS, INC.",10-Q,2018-03-23,edgar/data/1681306/0001493152-18-003831.txt,edgar/data/1681306/0001493152-18-003831-index.html
197296,1681306,"FAH MAI HOLDINGS, INC.",10-Q,2018-03-23,edgar/data/1681306/0001493152-18-003835.txt,edgar/data/1681306/0001493152-18-003835-index.html
197408,1681622,Varex Imaging Corp,10-Q,2018-02-07,edgar/data/1681622/0001681622-18-000008.txt,edgar/data/1681622/0001681622-18-000008-index.html
197570,1681769,Clancy Corp,10-Q,2018-03-15,edgar/data/1681769/0001681769-18-000004.txt,edgar/data/1681769/0001681769-18-000004-index.html
197631,1681941,iFresh Inc,10-Q,2018-02-14,edgar/data/1681941/0001213900-18-001905.txt,edgar/data/1681941/0001213900-18-001905-index.html
197938,1682593,"Community Savings Bancorp, Inc.",10-Q,2018-02-14,edgar/data/1682593/0001144204-18-008764.txt,edgar/data/1682593/0001144204-18-008764-index.html
198098,1683131,"Genesys Industries, Inc.",10-Q,2018-01-30,edgar/data/1683131/0001607062-18-000040.txt,edgar/data/1683131/0001607062-18-000040-index.html
198129,1683252,"Pacific Media Group Enterprises, Inc.",10-Q,2018-02-15,edgar/data/1683252/0001504412-18-000006.txt,edgar/data/1683252/0001504412-18-000006-index.html
198546,1684508,Zartex Inc.,10-Q,2018-01-17,edgar/data/1684508/0001684508-18-000003.txt,edgar/data/1684508/0001684508-18-000003-index.html
198817,1685237,TEMIR CORP.,10-Q,2018-03-26,edgar/data/1685237/0001685237-18-000002.txt,edgar/data/1685237/0001685237-18-000002-index.html
198966,1685570,KALMIN CORP.,10-Q,2018-01-16,edgar/data/1685570/0001685570-18-000002.txt,edgar/data/1685570/0001685570-18-000002-index.html
198967,1685570,KALMIN CORP.,10-Q,2018-03-30,edgar/data/1685570/0001685570-18-000004.txt,edgar/data/1685570/0001685570-18-000004-index.html
199050,1685766,MOVEIX INC.,10-Q,2018-01-19,edgar/data/1685766/0001493152-18-000765.txt,edgar/data/1685766/0001493152-18-000765-index.html
199291,1686515,Ecco Auto World Corp,10-Q,2018-01-16,edgar/data/1686515/0001493152-18-000545.txt,edgar/data/1686515/0001493152-18-000545-index.html
199439,1687065,Kokos Group Inc.,10-Q,2018-03-26,edgar/data/1687065/0001477932-18-001451.txt,edgar/data/1687065/0001477932-18-001451-index.html
199512,1687221,"REV Group, Inc.",10-Q,2018-03-07,edgar/data/1687221/0001564590-18-004737.txt,edgar/data/1687221/0001564590-18-004737-index.html
199550,1687242,Ferd Corp.,10-Q,2018-02-06,edgar/data/1687242/0001687242-18-000002.txt,edgar/data/1687242/0001687242-18-000002-index.html
199697,1687926,Kriptech International Corp.,10-Q,2018-02-01,edgar/data/1687926/0001687926-18-000005.txt,edgar/data/1687926/0001687926-18-000005-index.html
200057,1688568,DXC Technology Co,10-Q,2018-02-09,edgar/data/1688568/0001688568-18-000007.txt,edgar/data/1688568/0001688568-18-000007-index.html
200463,1689490,ALLEGRO BEAUTY PRODUCTS INC,10-Q,2018-01-30,edgar/data/1689490/0001078782-18-000089.txt,edgar/data/1689490/0001078782-18-000089-index.html
200791,1690437,GraniteShares Gold Trust,10-Q,2018-02-08,edgar/data/1690437/0001493152-18-001640.txt,edgar/data/1690437/0001493152-18-001640-index.html
201062,1690921,"PSI International, Inc.",10-Q,2018-03-13,edgar/data/1690921/0001493152-18-003274.txt,edgar/data/1690921/0001493152-18-003274-index.html
201262,1691337,PCSB Financial Corp,10-Q,2018-02-09,edgar/data/1691337/0001564590-18-001771.txt,edgar/data/1691337/0001564590-18-001771-index.html
201301,1691430,FREIGHT SOLUTION INC,10-Q,2018-03-09,edgar/data/1691430/0001078782-18-000288.txt,edgar/data/1691430/0001078782-18-000288-index.html
201349,1691507,"Community First Bancshares, Inc.",10-Q,2018-02-12,edgar/data/1691507/0001564590-18-001848.txt,edgar/data/1691507/0001564590-18-001848-index.html
201471,16918,"CONSTELLATION BRANDS, INC.",10-Q,2018-01-05,edgar/data/16918/0000016918-18-000008.txt,edgar/data/16918/0000016918-18-000008-index.html
202042,1692981,Arcom,10-Q,2018-03-02,edgar/data/1692981/0001692981-18-000006.txt,edgar/data/1692981/0001692981-18-000006-index.html
202440,1693801,"Global Bridge Capital, Inc.",10-Q,2018-01-16,edgar/data/1693801/0001599916-18-000015.txt,edgar/data/1693801/0001599916-18-000015-index.html
202993,1695098,Modern Media Acquisition Corp.,10-Q,2018-02-12,edgar/data/1695098/0001193125-18-040332.txt,edgar/data/1695098/0001193125-18-040332-index.html
203323,1696195,KINETIC GROUP INC.,10-Q,2018-02-09,edgar/data/1696195/0001696195-18-000002.txt,edgar/data/1696195/0001696195-18-000002-index.html
203409,1696558,"Jerash Holdings (US), Inc.",10-Q,2018-02-09,edgar/data/1696558/0001144204-18-006975.txt,edgar/data/1696558/0001144204-18-006975-index.html
204036,1697834,"Stem Holdings, Inc.",10-Q,2018-02-14,edgar/data/1697834/0001493152-18-002098.txt,edgar/data/1697834/0001493152-18-002098-index.html
205011,1699709,Soldino Group Corp,10-Q,2018-02-22,edgar/data/1699709/0001699709-18-000004.txt,edgar/data/1699709/0001699709-18-000004-index.html
206050,1701859,TGS International Ltd.,10-Q,2018-01-12,edgar/data/1701859/0001640334-18-000061.txt,edgar/data/1701859/0001640334-18-000061-index.html
206058,1701874,Milost International Inc.,10-Q,2018-01-19,edgar/data/1701874/0001599916-18-000021.txt,edgar/data/1701874/0001599916-18-000021-index.html
206130,1702015,"AIS Holdings Group, Inc.",10-Q,2018-02-08,edgar/data/1702015/0001599916-18-000029.txt,edgar/data/1702015/0001599916-18-000029-index.html
206274,1702541,RIVEX TECHNOLOGY CORP.,10-Q,2018-01-30,edgar/data/1702541/0001702541-18-000002.txt,edgar/data/1702541/0001702541-18-000002-index.html
206324,1702744,Simply Good Foods Co,10-Q,2018-01-09,edgar/data/1702744/0001702744-18-000009.txt,edgar/data/1702744/0001702744-18-000009-index.html
206479,1702916,"Majulah Investment, Inc.",10-Q,2018-02-13,edgar/data/1702916/0001599916-18-000031.txt,edgar/data/1702916/0001599916-18-000031-index.html
206597,1703073,VIVIC CORP.,10-Q,2018-03-08,edgar/data/1703073/0001703073-18-000002.txt,edgar/data/1703073/0001703073-18-000002-index.html
206744,1703625,BELISS CORP.,10-Q,2018-03-26,edgar/data/1703625/0001703625-18-000004.txt,edgar/data/1703625/0001703625-18-000004-index.html
206829,1703975,Notes Inc,10-Q,2018-02-08,edgar/data/1703975/0001376474-18-000029.txt,edgar/data/1703975/0001376474-18-000029-index.html
207147,1704760,PENSARE ACQUISITION Corp,10-Q,2018-02-14,edgar/data/1704760/0001615774-18-001214.txt,edgar/data/1704760/0001615774-18-001214-index.html
207156,1704795,Drone USA Inc.,10-Q,2018-02-14,edgar/data/1704795/0001213900-18-001888.txt,edgar/data/1704795/0001213900-18-001888-index.html
207190,1704956,"Albertsons Companies, LLC",10-Q,2018-01-16,edgar/data/1704956/0001704956-18-000011.txt,edgar/data/1704956/0001704956-18-000011-index.html
207273,1705126,"AG ACQUISITION GROUP, INC.",10-Q,2018-01-16,edgar/data/1705126/0001493152-18-000624.txt,edgar/data/1705126/0001493152-18-000624-index.html
207932,1706573,"Tribus Enterprises, Inc.",10-Q,2018-02-14,edgar/data/1706573/0001615774-18-001156.txt,edgar/data/1706573/0001615774-18-001156-index.html
208199,1707258,Lola One Acquisition Corp,10-Q,2018-01-12,edgar/data/1707258/0001213900-18-000457.txt,edgar/data/1707258/0001213900-18-000457-index.html
208200,1707258,Lola One Acquisition Corp,10-Q,2018-03-29,edgar/data/1707258/0001213900-18-003665.txt,edgar/data/1707258/0001213900-18-003665-index.html
208463,1707910,CAPAX INC.,10-Q,2018-02-01,edgar/data/1707910/0001707910-18-000005.txt,edgar/data/1707910/0001707910-18-000005-index.html
208673,1708410,I-AM CAPITAL ACQUISITION Co,10-Q,2018-01-16,edgar/data/1708410/0001615774-18-000357.txt,edgar/data/1708410/0001615774-18-000357-index.html
209902,1711438,LHI Acquisition Corp,10-Q,2018-03-16,edgar/data/1711438/0001477932-18-001327.txt,edgar/data/1711438/0001477932-18-001327-index.html
210634,1713210,Agape ATP Corp,10-Q,2018-02-13,edgar/data/1713210/0001493152-18-001912.txt,edgar/data/1713210/0001493152-18-001912-index.html
210952,1713863,"Rafael Holdings, Inc.",10-Q,2018-03-12,edgar/data/1713863/0001213900-18-002820.txt,edgar/data/1713863/0001213900-18-002820-index.html
211569,1715268,"Golub Capital BDC 3, Inc.",10-Q,2018-02-15,edgar/data/1715268/0001715268-18-000016.txt,edgar/data/1715268/0001715268-18-000016-index.html
211768,1715768,Peninsula Acquisition Corp,10-Q,2018-02-13,edgar/data/1715768/0001213900-18-001691.txt,edgar/data/1715768/0001213900-18-001691-index.html
212194,1716947,Leisure Acquisition Corp.,10-Q,2018-01-09,edgar/data/1716947/0001615774-18-000221.txt,edgar/data/1716947/0001615774-18-000221-index.html
212904,1718500,Reviv3 Procare Co,10-Q,2018-01-12,edgar/data/1718500/0001213900-18-000472.txt,edgar/data/1718500/0001213900-18-000472-index.html
213322,1719489,"GigCapital, Inc.",10-Q,2018-02-09,edgar/data/1719489/0001564590-18-001778.txt,edgar/data/1719489/0001564590-18-001778-index.html
213656,1720201,iPic Entertainment Inc.,10-Q,2018-03-13,edgar/data/1720201/0001213900-18-002896.txt,edgar/data/1720201/0001213900-18-002896-index.html
214326,1721478,"Finest Acquisition, Inc.",10-Q,2018-02-14,edgar/data/1721478/0001599916-18-000038.txt,edgar/data/1721478/0001599916-18-000038-index.html
215670,1723596,"Columbia Financial, Inc.",10-Q,2018-03-23,edgar/data/1723596/0001723596-18-000004.txt,edgar/data/1723596/0001723596-18-000004-index.html
223269,17313,CAPITAL SOUTHWEST CORP,10-Q,2018-02-06,edgar/data/17313/0000017313-18-000007.txt,edgar/data/17313/0000017313-18-000007-index.html
227071,1750,AAR CORP,10-Q,2018-03-21,edgar/data/1750/0001104659-18-019104.txt,edgar/data/1750/0001104659-18-019104-index.html
227097,17843,CARPENTER TECHNOLOGY CORP,10-Q,2018-02-01,edgar/data/17843/0000017843-18-000003.txt,edgar/data/17843/0000017843-18-000003-index.html
227426,19446,CANTEL MEDICAL CORP,10-Q,2018-03-08,edgar/data/19446/0000019446-18-000015.txt,edgar/data/19446/0000019446-18-000015-index.html
229599,202058,HARRIS CORP /DE/,10-Q,2018-01-31,edgar/data/202058/0000202058-18-000007.txt,edgar/data/202058/0000202058-18-000007-index.html
229804,2034,ACETO CORP,10-Q,2018-02-02,edgar/data/2034/0001144204-18-005329.txt,edgar/data/2034/0001144204-18-005329-index.html
229814,203527,VARIAN MEDICAL SYSTEMS INC,10-Q,2018-02-07,edgar/data/203527/0001628280-18-001216.txt,edgar/data/203527/0001628280-18-001216-index.html
230019,20629,CSS INDUSTRIES INC,10-Q,2018-02-07,edgar/data/20629/0000020629-18-000014.txt,edgar/data/20629/0000020629-18-000014-index.html
230047,21076,CLOROX CO /DE/,10-Q,2018-02-02,edgar/data/21076/0000021076-18-000004.txt,edgar/data/21076/0000021076-18-000004-index.html
230150,21510,COHERENT INC,10-Q,2018-02-07,edgar/data/21510/0000021510-18-000007.txt,edgar/data/21510/0000021510-18-000007-index.html
230434,216877,PISMO COAST VILLAGE INC,10-Q,2018-02-14,edgar/data/216877/0001513162-18-000044.txt,edgar/data/216877/0001513162-18-000044-index.html
230688,22444,COMMERCIAL METALS CO,10-Q,2018-01-08,edgar/data/22444/0000022444-18-000008.txt,edgar/data/22444/0000022444-18-000008-index.html
230689,22444,COMMERCIAL METALS CO,10-Q,2018-03-26,edgar/data/22444/0000022444-18-000016.txt,edgar/data/22444/0000022444-18-000016-index.html
230833,225628,"PASSUR Aerospace, Inc.",10-Q,2018-03-14,edgar/data/225628/0001096906-18-000148.txt,edgar/data/225628/0001096906-18-000148-index.html
231052,23197,COMTECH TELECOMMUNICATIONS CORP /DE/,10-Q,2018-03-07,edgar/data/23197/0000023197-18-000007.txt,edgar/data/23197/0000023197-18-000007-index.html
231060,23217,CONAGRA BRANDS INC.,10-Q,2018-01-04,edgar/data/23217/0000023217-18-000003.txt,edgar/data/23217/0000023217-18-000003-index.html
231492,25895,CROWN CRAFTS INC,10-Q,2018-02-08,edgar/data/25895/0001437749-18-001983.txt,edgar/data/25895/0001437749-18-001983-index.html
231522,26076,CUBIC CORP /DE/,10-Q,2018-02-06,edgar/data/26076/0001558370-18-000421.txt,edgar/data/26076/0001558370-18-000421-index.html
231710,27093,U.S. GOLD CORP.,10-Q,2018-03-16,edgar/data/27093/0001493152-18-003478.txt,edgar/data/27093/0001493152-18-003478-index.html
231927,276720,PURE CYCLE CORP,10-Q,2018-01-09,edgar/data/276720/0001654954-18-000232.txt,edgar/data/276720/0001654954-18-000232-index.html
231939,27673,DEERE JOHN CAPITAL CORP,10-Q,2018-03-01,edgar/data/27673/0001558370-18-001372.txt,edgar/data/27673/0001558370-18-001372-index.html
231984,277058,NEVADA GOLD & CASINOS INC,10-Q,2018-03-19,edgar/data/277058/0001144204-18-015610.txt,edgar/data/277058/0001144204-18-015610-index.html
232267,278130,PIER 1 IMPORTS INC/DE,10-Q,2018-01-03,edgar/data/278130/0001193125-18-001263.txt,edgar/data/278130/0001193125-18-001263-index.html
232334,278166,CAVCO INDUSTRIES INC,10-Q,2018-02-07,edgar/data/278166/0000278166-18-000004.txt,edgar/data/278166/0000278166-18-000004-index.html
232795,29644,DONALDSON CO INC,10-Q,2018-03-09,edgar/data/29644/0000029644-18-000003.txt,edgar/data/29644/0000029644-18-000003-index.html
232848,2969,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2018-01-26,edgar/data/2969/0000002969-18-000014.txt,edgar/data/2969/0000002969-18-000014-index.html
233126,30831,DYNASIL CORP OF AMERICA,10-Q,2018-02-13,edgar/data/30831/0001144204-18-007777.txt,edgar/data/30831/0001144204-18-007777-index.html
233148,310056,VICON INDUSTRIES INC /NY/,10-Q,2018-02-14,edgar/data/310056/0000310056-18-000010.txt,edgar/data/310056/0000310056-18-000010-index.html
233227,310354,STANDEX INTERNATIONAL CORP/DE/,10-Q,2018-01-30,edgar/data/310354/0000310354-18-000004.txt,edgar/data/310354/0000310354-18-000004-index.html
233342,310568,MICROSEMI CORP,10-Q,2018-01-26,edgar/data/310568/0000310568-18-000008.txt,edgar/data/310568/0000310568-18-000008-index.html
234727,313143,HAEMONETICS CORP,10-Q,2018-02-06,edgar/data/313143/0000313143-18-000013.txt,edgar/data/313143/0000313143-18-000013-index.html
235198,3146,SPIRE ALABAMA INC,10-Q,2018-02-01,edgar/data/3146/0001126956-18-000021.txt,edgar/data/3146/0001126956-18-000021-index.html
236102,315131,PANHANDLE OIL & GAS INC,10-Q,2018-02-08,edgar/data/315131/0001564590-18-001699.txt,edgar/data/315131/0001564590-18-001699-index.html
236121,315189,DEERE & CO,10-Q,2018-03-01,edgar/data/315189/0001558370-18-001362.txt,edgar/data/315189/0001558370-18-001362-index.html
